book,rating,link,book summary,author summary
ERROR,ERROR,"https://book.douban.com/subject/1002299
","Traceback (most recent call last):
  File ""d:\360MoveData\Users\admin\Desktop\coursework\web_info\lab\lab1\book_crawler.py"", line 60, in parse
    summary = book_summary.find('span',{'class':'all hidden'}).div.div.p.get_text()#link-report > span.all.hidden > div > div > p
AttributeError: 'NoneType' object has no attribute 'div'
",ERROR
ERROR,ERROR,"https://book.douban.com/subject/1063190
","Traceback (most recent call last):
  File ""d:\360MoveData\Users\admin\Desktop\coursework\web_info\lab\lab1\book_crawler.py"", line 60, in parse
    summary = book_summary.find('span',{'class':'all hidden'}).div.div.p.get_text()#link-report > span.all.hidden > div > div > p
AttributeError: 'NoneType' object has no attribute 'div'
",ERROR
ERROR,ERROR,"https://book.douban.com/subject/1703544
","Traceback (most recent call last):
  File ""d:\360MoveData\Users\admin\Desktop\coursework\web_info\lab\lab1\book_crawler.py"", line 60, in parse
    summary = book_summary.find('span',{'class':'all hidden'}).div.div.p.get_text()#link-report > span.all.hidden > div > div > p
AttributeError: 'NoneType' object has no attribute 'div'
",ERROR
ERROR,ERROR,"https://book.douban.com/subject/1453210
","Traceback (most recent call last):
  File ""d:\360MoveData\Users\admin\Desktop\coursework\web_info\lab\lab1\book_crawler.py"", line 60, in parse
    summary = book_summary.find('span',{'class':'all hidden'}).div.div.p.get_text()#link-report > span.all.hidden > div > div > p
AttributeError: 'NoneType' object has no attribute 'div'
",ERROR
ERROR,ERROR,"https://book.douban.com/subject/1089243
","Traceback (most recent call last):
  File ""d:\360MoveData\Users\admin\Desktop\coursework\web_info\lab\lab1\book_crawler.py"", line 60, in parse
    summary = book_summary.find('span',{'class':'all hidden'}).div.div.p.get_text()#link-report > span.all.hidden > div > div > p
AttributeError: 'NoneType' object has no attribute 'div'
",ERROR
ERROR,ERROR,"https://book.douban.com/subject/1034108
","Traceback (most recent call last):
  File ""d:\360MoveData\Users\admin\Desktop\coursework\web_info\lab\lab1\book_crawler.py"", line 60, in parse
    summary = book_summary.find('span',{'class':'all hidden'}).div.div.p.get_text()#link-report > span.all.hidden > div > div > p
AttributeError: 'NoneType' object has no attribute 'div'
",ERROR
ERROR,ERROR,"https://book.douban.com/subject/1059336
","Traceback (most recent call last):
  File ""d:\360MoveData\Users\admin\Desktop\coursework\web_info\lab\lab1\book_crawler.py"", line 52, in parse
    title = movie_titles.h1.span.string##title : #wrapper > h1 > span
AttributeError: 'NoneType' object has no attribute 'span'
",ERROR
ERROR,ERROR,"https://book.douban.com/subject/1255624
","Traceback (most recent call last):
  File ""d:\360MoveData\Users\admin\Desktop\coursework\web_info\lab\lab1\book_crawler.py"", line 60, in parse
    summary = book_summary.find('span',{'class':'all hidden'}).div.div.p.get_text()#link-report > span.all.hidden > div > div > p
AttributeError: 'NoneType' object has no attribute 'div'
",ERROR
ERROR,ERROR,"https://book.douban.com/subject/1040211
","Traceback (most recent call last):
  File ""d:\360MoveData\Users\admin\Desktop\coursework\web_info\lab\lab1\book_crawler.py"", line 60, in parse
    summary = book_summary.find('span',{'class':'all hidden'}).div.div.p.get_text()#link-report > span.all.hidden > div > div > p
AttributeError: 'NoneType' object has no attribute 'div'
",ERROR
ERROR,ERROR,"https://book.douban.com/subject/1003000
","Traceback (most recent call last):
  File ""d:\360MoveData\Users\admin\Desktop\coursework\web_info\lab\lab1\book_crawler.py"", line 60, in parse
    summary = book_summary.find('span',{'class':'all hidden'}).div.div.p.get_text()#link-report > span.all.hidden > div > div > p
AttributeError: 'NoneType' object has no attribute 'div'
",ERROR
ERROR,ERROR,"https://book.douban.com/subject/1068920
","Traceback (most recent call last):
  File ""d:\360MoveData\Users\admin\Desktop\coursework\web_info\lab\lab1\book_crawler.py"", line 60, in parse
    summary = book_summary.find('span',{'class':'all hidden'}).div.div.p.get_text()#link-report > span.all.hidden > div > div > p
AttributeError: 'NoneType' object has no attribute 'div'
",ERROR
ERROR,ERROR,"https://book.douban.com/subject/1039752
","Traceback (most recent call last):
  File ""d:\360MoveData\Users\admin\Desktop\coursework\web_info\lab\lab1\book_crawler.py"", line 60, in parse
    summary = book_summary.find('span',{'class':'all hidden'}).div.div.p.get_text()#link-report > span.all.hidden > div > div > p
AttributeError: 'NoneType' object has no attribute 'div'
",ERROR
ERROR,ERROR,"https://book.douban.com/subject/1200840
","Traceback (most recent call last):
  File ""d:\360MoveData\Users\admin\Desktop\coursework\web_info\lab\lab1\book_crawler.py"", line 60, in parse
    summary = book_summary.find('span',{'class':'all hidden'}).div.div.p.get_text()#link-report > span.all.hidden > div > div > p
AttributeError: 'NoneType' object has no attribute 'div'
",ERROR
ERROR,ERROR,"https://book.douban.com/subject/1007914
","Traceback (most recent call last):
  File ""d:\360MoveData\Users\admin\Desktop\coursework\web_info\lab\lab1\book_crawler.py"", line 60, in parse
    summary = book_summary.find('span',{'class':'all hidden'}).div.div.p.get_text()#link-report > span.all.hidden > div > div > p
AttributeError: 'NoneType' object has no attribute 'div'
",ERROR
ERROR,ERROR,"https://book.douban.com/subject/1019568
","Traceback (most recent call last):
  File ""d:\360MoveData\Users\admin\Desktop\coursework\web_info\lab\lab1\book_crawler.py"", line 65, in parse
    author_summary= page_soup.find('div',{'class':'related_info'}).select('div')[5].div.div.p.string#content > div > div.article > div.related_info > div:nth-child(5) > div > div > p
AttributeError: 'NoneType' object has no attribute 'string'
",ERROR
ERROR,ERROR,"https://book.douban.com/subject/3344676
","Traceback (most recent call last):
  File ""d:\360MoveData\Users\admin\Desktop\coursework\web_info\lab\lab1\book_crawler.py"", line 60, in parse
    summary = book_summary.find('span',{'class':'all hidden'}).div.div.p.get_text()#link-report > span.all.hidden > div > div > p
AttributeError: 'NoneType' object has no attribute 'div'
",ERROR
ERROR,ERROR,"https://book.douban.com/subject/1057244
","Traceback (most recent call last):
  File ""d:\360MoveData\Users\admin\Desktop\coursework\web_info\lab\lab1\book_crawler.py"", line 60, in parse
    summary = book_summary.find('span',{'class':'all hidden'}).div.div.p.get_text()#link-report > span.all.hidden > div > div > p
AttributeError: 'NoneType' object has no attribute 'div'
",ERROR
ERROR,ERROR,"https://book.douban.com/subject/1006881
","Traceback (most recent call last):
  File ""d:\360MoveData\Users\admin\Desktop\coursework\web_info\lab\lab1\book_crawler.py"", line 60, in parse
    summary = book_summary.find('span',{'class':'all hidden'}).div.div.p.get_text()#link-report > span.all.hidden > div > div > p
AttributeError: 'NoneType' object has no attribute 'div'
",ERROR
ERROR,ERROR,"https://book.douban.com/subject/1009160
","Traceback (most recent call last):
  File ""d:\360MoveData\Users\admin\Desktop\coursework\web_info\lab\lab1\book_crawler.py"", line 60, in parse
    summary = book_summary.find('span',{'class':'all hidden'}).div.div.p.get_text()#link-report > span.all.hidden > div > div > p
AttributeError: 'NoneType' object has no attribute 'div'
",ERROR
